Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Madagascar,MDG,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.94,6.82,6.83,6.32,,5.66,4.61,5.16,4.65,3.48,12.33,13.3,12.4,12.44,11.64,11.72,11.63,11.82,11.71,11.71,11.74,11.65,11.7,11.69,11.69,11.69,11.69,11.87,,
Madagascar,MDG,"Binding coverage, all products (%)",TM.TAX.MRCH.BC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.57,31.6,31.6,31.6,,31.6,31.6,31.35,31.35,31.35,31.33,31.35,30.12,30.12,30.12,30.12,30.12,30.66,30.66,30.66,30.66,30.66,30.69,30.69,30.69,30.67,30.69,,,
Madagascar,MDG,"Tariff rate, most favored nation, simple mean, manufactured products (%)",TM.TAX.MANF.SM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.62,7.57,7.58,6.9,,6.19,4.81,5.55,4.89,3.39,11.08,13.41,12.22,12.28,11.26,11.35,11.24,11.22,11.08,11.08,11.08,11.03,11.1,11.09,11.1,11.1,11.09,11.23,,
Madagascar,MDG,"Binding coverage, manufactured products (%)",TM.TAX.MANF.BC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.69,24.63,24.63,24.63,,24.63,24.63,24.34,24.34,24.34,24.32,24.34,22.83,22.83,22.83,22.83,22.83,22.81,22.81,22.81,22.81,22.81,22.63,22.63,22.63,22.63,22.63,,,
Madagascar,MDG,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79000000,89000000,101000000,140000000,133000000,139000000,179000000,192000000,67000000,108000000,164000000,167000000,188000000,264000000,225000000,216000000,288000000,235000000,256000000,317000000,240000000,300000000,319000000,309000000,319000000,97000000,,,,
Madagascar,MDG,"International tourism, receipts for passenger transport items (current US$)",ST.INT.TRNR.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48000000,37000000,36000000,44000000,37000000,31000000,34000000,45000000,43000000,82000000,66000000,147000000,124000000,90000000,71000000,116000000,29000000,36000000,35000000,72000000,75000000,162000000,178000000,182000000,204000000,57000000,,,,
Madagascar,MDG,"International tourism, number of arrivals",ST.INT.ARVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115000,,,,,,,,,,,,,,,,,,,,282000,333000,285000,360000,486000,87099.99847,,,,
Madagascar,MDG,Urban population growth (annual %),SP.URB.GROW,,5.654170695,5.630766661,5.616477174,5.60132158,5.59122443,5.560958341,5.211864791,5.270320934,5.297846269,5.353522351,5.884523786,5.919004642,5.918747073,5.924893201,5.899845876,5.567330228,5.558368289,5.554928767,5.540482907,5.518583315,5.460084735,5.419396045,5.388673135,5.350750166,5.316392342,5.271956287,5.232839965,5.250591487,5.255454031,5.291462721,5.308399658,5.312539234,5.333461479,4.229539796,4.17556539,4.227926202,4.259280438,4.273360586,4.245964185,4.166047978,4.070507907,3.978120267,3.912716993,3.895687085,5.044214041,5.036018388,5.013454399,5.000860658,4.972542041,4.92384422,4.82986237,4.732683705,4.659952433,4.598634445,4.529766321,4.479736021,4.44383962,4.418547102,4.386838656,4.329730467,4.246810161,4.189053246,4.137881506,
Madagascar,MDG,Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,MDG,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.3,,,,,,,,,78.7,,,73,,,
Madagascar,MDG,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.0590251,49.09857843,49.13511866,49.16971121,49.20235286,49.23277006,49.26345912,49.29360223,49.32311043,49.35152133,49.37728595,49.40169181,49.42280601,49.44134561,49.46053957,49.47978102,49.49830948,49.51682267,49.53523322,49.55394405,49.57265308,49.59213321,49.61342043,49.63215143,49.64685658,49.66077816,49.67549628,49.69272557,49.7135001,49.73493804,49.75402797,49.77057759,49.78558489,49.79953923,49.81248139,49.82500876,49.83614518,49.84411787,49.8488253,49.85113909,49.85098695,49.84935366,49.84791662,49.84714628,49.84697372,49.84709317,49.84749815,49.84795938,49.84851969,49.84865375,49.84801433,49.84723932,49.84658883,49.84570263,49.84467994,49.84338709,49.84149779,49.83940048,49.83726452,49.83548641,49.83693023,49.83983912,49.84140327,49.84304204,
Madagascar,MDG,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9802599,14.41915035,14.76191044,49.00259018,45.57217026,45.70832825,46.25,46.56193924,46.24168015,46.80207062,45.10910034,43.80387115,50.26628876,49.14873886,,,,,23.87431908,29.61421013,32.94427109,,,,,,
Madagascar,MDG,Age dependency ratio (% of working-age population),SP.POP.DPND,94.38633256,96.52749448,98.48456977,100.1317384,100.7272734,100.4083165,100.0353243,99.73677581,99.53032095,99.43684678,99.47008309,99.63791862,99.90872648,100.2036636,100.4564488,100.6627625,100.8529822,101.0405536,101.2331545,101.4109818,101.5038677,101.4260443,101.1692972,100.7576666,100.2126082,99.55583031,98.74664124,97.84174259,96.96355118,96.14596951,95.41348066,94.76735863,94.17151886,93.64115855,93.22184609,92.95831957,92.88132637,92.94105746,93.07362016,93.18955897,93.19789171,93.17766104,93.13536292,92.95648717,92.60131216,92.03435142,91.29081321,90.4683448,89.5836295,88.62591827,87.55146743,86.29496974,84.89192079,83.45021813,82.14379728,81.02741793,80.03258389,79.1610727,78.41462138,77.755685,77.12504526,76.49820946,75.85126544,75.15373007,
Madagascar,MDG,"Population ages 75-79, male (% of male population)",SP.POP.7579.MA.5Y,0.4348388016,0.4389655512,0.4434498717,0.4480913523,0.4527182975,0.4570097393,0.4614761596,0.4666101682,0.4715521436,0.4752147265,0.4782906184,0.4806315927,0.4817034171,0.483589204,0.486025755,0.4902901702,0.4982332467,0.5084503215,0.5206875793,0.5363603251,0.5535612329,0.5710283449,0.5894679443,0.6050652214,0.6117206631,0.6085058101,0.5971013849,0.5784250766,0.5563023624,0.5365066011,0.521430306,0.5097926362,0.5010204373,0.495130019,0.4918438157,0.4901899251,0.4903950086,0.4927997242,0.495900026,0.4976899819,0.4980090925,0.4968726471,0.49390188,0.48984115,0.4860649799,0.4830343995,0.4807062411,0.4791768235,0.4775760805,0.4746419457,0.4701320237,0.4650745869,0.4598114923,0.4540167361,0.4475534812,0.4405962516,0.4334428586,0.4266027268,0.4210493651,0.4177992091,0.4152439489,0.4145545301,0.4183821833,0.427703682,
Madagascar,MDG,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.31715003,3.327044604,3.336441531,3.348195278,3.357770726,3.36747884,3.383780987,3.403185471,3.426928134,3.457691902,3.493478645,3.534068496,3.577619154,3.615124131,3.633401538,3.627746618,3.601123278,3.554998395,3.494776462,3.428723775,3.361990977,3.293858758,3.225341363,3.160561755,3.103571293,3.055781132,3.017922284,2.990429826,2.969256462,2.949453603,2.929123044,2.908610551,2.888190525,2.86962632,2.854324824,2.841080157,2.82987502,2.82137457,2.814005055,2.806033134,2.797420954,2.788978461,2.780908373,2.77173285,2.759648615,2.744465318,2.727497248,2.709856785,2.692959259,2.677874021,2.665887944,2.659317918,2.658922317,2.668448497,2.712829346,2.788253805,2.866624046,2.943386879,3.018487848,3.091981893,3.153564226,3.207303014,3.26762489,3.335162365,
Madagascar,MDG,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,3.70302867,3.715774801,3.72780885,3.741076549,3.748693186,3.752279302,3.759934981,3.767882852,3.777569205,3.791981142,3.808992325,3.829342621,3.849882993,3.861144873,3.850807315,3.813946104,3.754056077,3.673264574,3.577577819,3.476279362,3.375316481,3.274231829,3.174812053,3.082063601,3.001339962,2.935132821,2.884222194,2.849162718,2.825787956,2.807931703,2.792887026,2.780802362,2.771510004,2.766661539,2.767468323,2.772384538,2.78096922,2.793240239,2.806929407,2.81951165,2.830113229,2.839640574,2.848958868,2.8570642,2.862251614,2.863880236,2.862847635,2.860052216,2.857114916,2.854801102,2.854017764,2.857202254,2.864878737,2.881315334,2.930869363,3.010013785,3.091895235,3.171809233,3.249730948,3.325782502,3.392916099,3.45182737,3.514149106,3.583892509,
Madagascar,MDG,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,2.026744804,2.040972615,2.066535921,2.101626599,2.151913567,2.209749225,2.26892995,2.332134911,2.384607321,2.404160869,2.387115627,2.33680839,2.255052813,2.158063298,2.069624214,1.999972122,1.945197322,1.903406244,1.873028119,1.8515962,1.836231309,1.828278442,1.82871593,1.832068305,1.830116002,1.82053834,1.804055692,1.77981791,1.750483991,1.721586974,1.69457627,1.669467906,1.647346797,1.625757146,1.600442652,1.570055941,1.536975837,1.502478895,1.466787623,1.430582965,1.395050853,1.360632774,1.32835934,1.300974712,1.281427964,1.271381964,1.270576874,1.278396936,1.298403715,1.362220811,1.463463895,1.564514143,1.659738731,1.745006655,1.794593732,1.812058921,1.826061417,1.840103105,1.853738854,1.866602356,1.875214408,1.8801834,1.885035291,1.889626151,
Madagascar,MDG,"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,4.050340134,3.964283588,3.826715513,3.66379529,3.515623712,3.39920669,3.307795658,3.238423687,3.18798724,3.151448814,3.123374376,3.105784411,3.100685391,3.099486829,3.088785693,3.064927386,3.028533789,2.978427541,2.920470154,2.864513292,2.813848191,2.768800118,2.730344917,2.694035375,2.652866724,2.604759401,2.553694337,2.500606828,2.444359925,2.385236742,2.32412922,2.26197142,2.20148738,2.147814944,2.106110199,2.078954485,2.065898791,2.066334081,2.086083363,2.174986851,2.32326572,2.471503443,2.610715926,2.734816781,2.801770767,2.816851647,2.826519551,2.836631802,2.8464211,2.855120615,2.862682826,2.868474688,2.871159769,2.870240232,2.867670611,2.867560993,2.873627576,2.888628137,2.913735996,2.948456797,2.990217738,3.036947659,3.087453398,3.139139554,
Madagascar,MDG,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,4.761583779,4.738277744,4.737422685,4.745096748,4.739862317,4.714840275,4.669740865,4.601986572,4.520116961,4.438696752,4.361994452,4.289848084,4.224711269,4.161081694,4.08885815,4.005212882,3.915491241,3.821785332,3.724301988,3.624490374,3.524868309,3.427206981,3.334389928,3.253515218,3.192405269,3.155039363,3.141190427,3.14902626,3.185522128,3.324478098,3.550061222,3.772292409,3.977982481,4.157421249,4.245941813,4.251955593,4.247092923,4.241489088,4.235142245,4.228719796,4.222784849,4.214025813,4.199731028,4.180359562,4.158838129,4.14120916,4.133223796,4.138683855,4.15901916,4.193040676,4.238931766,4.295805697,4.358487249,4.419598498,4.475450276,4.524783931,4.566001431,4.600081014,4.630190803,4.656849344,4.677766806,4.688149105,4.69103998,4.691357685,
Madagascar,MDG,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,6.330175985,6.237864505,6.159989571,6.087109785,6.003057124,5.902063635,5.790588862,5.670491398,5.541539487,5.405323939,5.264142726,5.119289686,4.976549256,4.84847095,4.747238415,4.67917644,4.64311881,4.636968157,4.673084229,4.859560895,5.175324116,5.49198681,5.789421389,6.052749948,6.187723083,6.205993835,6.213145003,6.22212034,6.229010542,6.231723329,6.228092143,6.214078448,6.188080785,6.150567495,6.105420256,6.061003856,6.026137457,6.008465874,6.011529463,6.035782458,6.078991228,6.13523901,6.195698373,6.252968966,6.303301075,6.345925498,6.378941553,6.402931488,6.421980755,6.436251573,6.44225317,6.437031548,6.424388408,6.406908954,6.387558095,6.374417816,6.365300892,6.359263296,6.36596449,6.389224313,6.434718277,6.507619806,6.596079329,6.691385678,
Madagascar,MDG,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,7.502356825,7.317696543,7.140676708,6.98728043,6.873443553,6.806655871,6.784191109,6.801922232,6.876798183,7.163919852,7.630947767,8.089166806,8.510615404,8.876585289,9.051608866,9.053871687,9.035197172,9.016169708,8.995704091,8.973505731,8.950131707,8.921876934,8.883435063,8.833760612,8.778685827,8.729783511,8.701110624,8.701225045,8.730215436,8.784759137,8.857843857,8.943433244,9.03194155,9.109928962,9.169158634,9.206484359,9.220467495,9.216462071,9.203243831,9.185044027,9.158126308,9.112131713,9.051163947,8.983720011,8.916168914,8.860976257,8.814921705,8.775052541,8.753869972,8.755557316,8.784702337,8.85211694,8.944951156,9.047945123,9.161513718,9.282972531,9.410908505,9.544519252,9.670442881,9.762593809,9.801960446,9.790224933,9.734495914,9.645798911,
Madagascar,MDG,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,52.59364071,51.95881168,51.38959433,50.91091494,50.71016082,50.74674938,50.79436219,50.82107513,50.8225136,50.79367375,50.73140316,50.63468,50.51179678,50.38196735,50.26101505,50.14997073,50.04199522,49.93402553,49.8247269,49.72016994,49.63848972,49.60066072,49.60974678,49.65939049,49.74527561,49.86510758,50.02984304,50.22643804,50.42451386,50.61464003,50.78922349,50.94682358,51.09654713,51.23425153,51.34742593,51.42326988,51.45232289,51.44788556,51.42718977,51.41355607,51.430682,51.45689976,51.48956212,51.55811732,51.67329331,51.84611022,52.06832226,52.31296118,52.57484169,52.85671691,53.17109236,53.53886312,53.95256065,54.38259835,54.7760407,55.11458423,55.41868311,55.68627756,55.91640265,56.12074128,56.3190631,56.51746329,56.72290106,56.94807499,
